month,cbot_corn_close_last,cbot_corn_close_mean,cbot_corn_monthly_return,cbot_corn_trading_days,cbot_corn_open_first,cbot_corn_high_max,cbot_corn_low_min,cbot_corn_成交量_sum,dce_corn_close_last,dce_corn_close_mean,dce_corn_monthly_return,dce_corn_trading_days,dce_corn_open_first,dce_corn_high_max,dce_corn_low_min,dce_corn_settlement_last,dce_corn_主力成交量_lots_one_side_sum,dce_corn_主力成交额_ten_thousand_yuan_one_side_sum,dce_corn_主力持仓量_lots_one_side_last,dce_corn_主力前结算价_元_吨_last,domestic_wheat_郑商所普麦结算价_元每吨_last,domestic_wheat_郑商所普麦结算价_元每吨_mean,domestic_wheat_郑商所普麦结算价_元每吨_monthly_return,domestic_wheat_郑商所强麦结算价_元每吨_last,domestic_wheat_郑商所强麦结算价_元每吨_mean,domestic_wheat_郑商所强麦结算价_元每吨_monthly_return,domestic_wheat_原国内现货价格_元每吨_last,domestic_wheat_原国内现货价格_元每吨_mean,domestic_wheat_原国内现货价格_元每吨_monthly_return,domestic_wheat_国内现货发布价_元每吨_last,domestic_wheat_国内现货发布价_元每吨_mean,domestic_wheat_国内现货发布价_元每吨_monthly_return,domestic_wheat_国内现货价格_补全_元每吨_last,domestic_wheat_国内现货价格_补全_元每吨_mean,domestic_wheat_国内现货价格_补全_元每吨_monthly_return,domestic_wheat_国内普麦期货价格_补全_元每吨_last,domestic_wheat_国内普麦期货价格_补全_元每吨_mean,domestic_wheat_国内普麦期货价格_补全_元每吨_monthly_return,domestic_wheat_国内强麦期货价格_补全_元每吨_last,domestic_wheat_国内强麦期货价格_补全_元每吨_mean,domestic_wheat_国内强麦期货价格_补全_元每吨_monthly_return,domestic_wheat_郑商所普麦成交量_sum,domestic_wheat_郑商所强麦成交量_sum,domestic_wheat_郑商所普麦持仓量_last,domestic_wheat_郑商所强麦持仓量_last,domestic_wheat_observation_days,corn_import_年份,corn_import_月份,corn_import_商品大类编码,corn_import_进口数量_千克,corn_import_进口金额_人民币,corn_import_unit_price_yuan_per_kg,weather_内蒙古自治区_precipitation_sum_mm,weather_内蒙古自治区_precipitation_mean_mm,weather_内蒙古自治区_temperature_mean_c,weather_内蒙古自治区_temperature_min_c,weather_内蒙古自治区_temperature_max_c,weather_内蒙古自治区_grid_point_count_last,weather_吉林_precipitation_sum_mm,weather_吉林_precipitation_mean_mm,weather_吉林_temperature_mean_c,weather_吉林_temperature_min_c,weather_吉林_temperature_max_c,weather_黑龙江_precipitation_sum_mm,weather_黑龙江_precipitation_mean_mm,weather_黑龙江_temperature_mean_c,weather_黑龙江_temperature_min_c,weather_黑龙江_temperature_max_c,dce_corn_close_current_month_ret,pca_001,pca_002,pca_003,pca_004,pca_005,pca_006,pca_007,pca_008,pca_009,pca_010,pca_011,pca_012,pca_013,pca_014,pca_015,pca_016,pca_017,pca_018,pca_019,pca_020,pca_021,pca_022,pca_023,pca_024,pca_025,pca_026,pca_027,pca_028,pca_029,pca_030,pca_031,pca_032,dce_corn_close_next_month,dce_corn_close_next_month_ret,dce_corn_close_next_month_direction,spike
2017-04,358.0,363.0131578947368,-0.017158545,19,365.75,373.0,354.25,3498094,1622,1642.2777777777778,-0.029904306,18,1675,1693,1606,1623,10453677,17223217.03,0,1622,2441,2458.5,-0.05861936,2602,3080.277777777778,-0.178661616,2492.0,2491.2955555555554,0.0024135156878519,2492.0,2491.2955555555554,0.0024135156878519,2492.0,2490.599333333333,0.0024135156878519,2441,2471.766666666667,-0.05861936,2602,3066.633333333333,-0.178661616,2,152554,0,10612,30,2017,4,1005,3008211,18195189,6.048508232966371,9.429,0.3143,7.111766666666666,2.233,13.464,417,24.71,0.8236666666666665,7.376166666666667,0.217,13.049,34.631,1.1543666666666668,4.779966666666668,-2.427,8.371,-0.029904306,-0.34835,0.16050498,0.016474186,0.009891691,0.12006353,0.0022308752,0.046537347,-0.02943533,0.010341923,0.010683321,-0.048109822,0.20964007,0.06528199,-0.14004615,0.107197866,-0.062122628,-0.0166901,0.08499324,-0.031215113,-0.017662432,-0.051665254,-0.019847777,0.019160924,0.09194672,-0.06746234,-0.027574489,-0.02468831,0.02601399,0.019918356,0.04402769,0.040688667,0.043410525,1608,-0.008631319,0,0.0
2017-05,372.0,366.6136363636364,0.0391061452513965,22,363.0,377.5,356.25,1969375,1608,1631.75,-0.008631319,20,1631,1660,1604,1614,8737496,14272111.14,799373,1618,2365,2424.9,-0.031134781,2596,2585.15,-0.002305919,2474.67,2488.1015,-0.006954254,2474.67,2488.1015,-0.006954254,2474.67,2487.8938709677423,-0.006954254,2365,2416.1612903225805,-0.031134781,2596,2587.2580645161293,-0.002305919,28,56540,6,9678,31,2017,5,1005,42196235,63592586,1.507067775122591,23.196,0.7482580645161291,14.803064516129034,4.657,23.124,417,80.69,2.602903225806452,14.306709677419352,5.623,21.517,65.34299999999999,2.107838709677419,12.82548387096774,4.251,19.771,-0.008631319,-0.18958497,0.07187297,0.362873,0.011703361,0.11780329,0.14001757,0.0707906,0.09830932,0.17895085,0.032368865,0.032374874,0.031784564,0.083880864,0.00088820705,0.072607525,0.062767304,-0.0026263795,0.047993246,-0.04823844,0.03920979,-0.0047022756,0.028875435,0.021221353,-0.010822715,-0.026571225,-0.027787574,-0.033614505,-0.009830738,-0.025180046,0.010280253,-0.029354934,0.049952824,1687,0.0491293532338308,1,0.0
2017-06,370.5,372.2840909090909,-0.004032258,22,371.5,391.75,356.25,5110367,1687,1666.3636363636365,0.0491293532338308,22,1612,1713,1607,1689,7901152,13153267.13,666055,1689,2344,2366.2272727272725,-0.008879493,2582,2588.8636363636365,-0.005392912,2381.33,2399.7568181818183,-0.03771816,2381.33,2399.7568181818183,-0.03771816,2381.33,2401.3323333333333,-0.03771816,2344,2368.3,-0.008879493,2582,2590.1,-0.005392912,10,39908,6,3410,30,2017,6,1005,383036664,541554972,1.4138463048017773,37.002,1.2334,20.5902,15.59,26.685,417,61.22500000000001,2.040833333333333,18.736466666666665,11.524,24.847,96.66,3.222,17.87656666666667,10.29,23.574,0.0491293532338308,-0.32428816,0.18919103,-0.021205682,-0.04911912,0.010754319,0.03425644,-0.18848783,0.06495541,-0.04676755,-0.25002524,0.13449955,0.061044376,0.03986004,0.071862295,-0.020769393,0.10370881,-0.023297742,0.11071494,0.021499306,0.0038658185,-0.038051005,0.008642892,-0.03413557,-0.043052863,-0.03637164,-0.07819901,-0.023145277,0.17077562,-0.003376989,-0.025496699,0.06313434,0.1331039,1645,-0.024896266,0,1.0
2017-07,370.75,377.6,0.0006747638326585,20,373.25,394.5,360.0,1305969,1645,1672.190476190476,-0.024896266,21,1704,1708,1644,1650,5758455,9644822.05,475598,1659,2540,2443.904761904762,0.083617747440273,2655,2650.6666666666665,0.028272656855151,2400.91,2385.802380952381,0.0082222959438633,2400.91,2385.802380952381,0.0082222959438633,2400.91,2385.717741935484,0.0082222959438633,2540,2439.6774193548385,0.083617747440273,2655,2647.1612903225805,0.028272656855151,14,30840,2,6276,31,2017,7,1005,913583184,1265045725,1.3847077607768228,61.083000000000006,1.97041935483871,24.222645161290323,21.028,27.668,417,145.247,4.685387096774194,23.84503225806452,19.931,26.898,100.405,3.238870967741935,22.57658064516128,18.339,27.348,-0.024896266,-0.069150686,0.047922086,0.37962034,-0.01384595,-0.045885164,0.032976262,-0.031380314,0.1192733,0.15405709,-0.08214419,-0.07343651,0.19607365,0.053442862,0.077932,0.14920068,-0.04296759,0.05346685,0.06314347,-0.008135518,-0.017123677,0.04239797,-0.020257197,0.029278798,-0.066058606,-0.030212166,0.03004703,0.003605038,-0.06780918,0.024359481,0.016374342,-0.015302033,0.026759584,1687,0.025531914893617,1,0.0
2017-08,342.25,353.1195652173913,-0.076871207,23,369.25,375.5,328.5,2965775,1687,1707.695652173913,0.025531914893617,23,1678,1744,1651,1691,5977140,10236158.47,631094,1696,2550,2501.521739130435,0.0039370078740157,2722,2693.4347826086955,0.0252354048964218,2414.0,2407.2891304347827,0.0054520994123061,2414.0,2407.2891304347827,0.0054520994123061,2414.0,2407.015161290323,0.0054520994123061,2550,2496.8064516129034,0.0039370078740157,2722,2691.516129032258,0.0252354048964218,58,26530,2,6474,31,2017,8,1005,377518297,520695192,1.3792581608302816,88.548,2.856387096774194,20.183806451612902,12.245,23.22,417,161.89199999999997,5.2223225806451605,20.763870967741934,10.896,24.799,154.72799999999998,4.991225806451612,19.44051612903225,8.429,23.397,0.025531914893617,-0.15577765,-0.14523584,0.16851333,-0.023970705,-0.033322535,-0.11372486,-0.10970323,-0.0056724916,0.1277562,0.007114288,-0.12977163,0.10899349,-0.006925783,-0.11667859,-0.06767806,-0.010347906,-0.05904172,-0.020696227,0.008737616,0.00038452298,0.06385714,-0.007822586,-0.124759324,0.060365587,-0.07505919,-0.041690275,0.015245538,0.088227235,0.031163469,0.042702198,-0.05905677,0.08144294,1693,0.0035566093657379,1,1.0
2017-09,355.25,347.95,0.0379839298758217,20,341.5,358.0,336.0,1602777,1693,1702.2857142857142,0.0035566093657379,21,1695,1733,1677,1692,5854133,9982449.7,0,1702,2765,2665.0,0.084313725490196,2629,2677.0,-0.034166054,2456.0,2426.285714285714,0.0173985086992543,2456.0,2426.285714285714,0.0173985086992543,2456.0,2425.6,0.0173985086992543,2765,2667.0,0.084313725490196,2629,2678.5333333333333,-0.034166054,2,31816,0,7154,30,2017,9,1005,249944256,351232608,1.405243767634332,24.489,0.8162999999999999,14.463166666666666,5.443,18.661,417,37.085,1.2361666666666664,14.784266666666666,6.247,18.984,63.82,2.127333333333333,12.5183,3.047,17.412,0.0035566093657379,-0.21613364,-0.01971616,0.35494328,0.07502547,-0.10350144,0.014979711,0.0239053,-0.034620225,0.11161223,0.03901352,0.058462232,0.054837972,0.03339181,0.091277115,0.06668444,0.009906647,0.027945966,0.08402375,0.101183236,-0.021894386,0.022712903,-0.049207427,0.059724804,0.034192406,-0.0016218992,-0.01591303,-0.0026344343,0.018246206,-0.0010861851,-0.018945942,-0.06970238,-0.0066382517,1657,-0.021264028,0,1.0
2017-10,345.75,349.3863636363636,-0.026741731,22,354.75,356.25,342.5,3702632,1657,1669.764705882353,-0.021264028,17,1680,1686,1647,1656,3301225,5514614.56,502685,1656,2765,2765.0,0.0,2634,2628.9411764705883,0.0019018638265499,2496.0,2480.5882352941176,0.01628664495114,2496.0,2480.5882352941176,0.01628664495114,2496.0,2475.4193548387098,0.01628664495114,2765,2765.0,0.0,2634,2628.8387096774195,0.0019018638265499,0,12866,0,6626,31,2017,10,1005,73481940,122805142,1.6712289033196457,16.255,0.5243548387096774,4.234000000000001,-2.217,10.744,417,14.444,0.4659354838709677,5.408451612903225,-0.865,13.525,19.344,0.624,1.8748064516129035,-3.668,8.81,-0.021264028,-0.3536301,0.06864184,-0.026168363,0.014999813,-0.19194192,-0.07631674,0.12802054,0.16281065,0.098434635,-0.13476373,0.03930758,0.018569645,0.047168963,0.027119322,0.13753551,-0.027523564,-0.07744174,0.008957915,-0.05378995,-0.012469092,0.02482742,0.010910755,-0.052876715,0.11599312,-0.05108564,0.027816495,-0.016548388,-0.018888026,0.02180429,-0.023779776,0.03014196,-0.0053845737,1715,0.0350030175015088,1,0.0
2017-11,341.75,343.17857142857144,-0.011569053,21,345.75,352.0,335.5,5009705,1715,1690.090909090909,0.0350030175015088,22,1656,1724,1648,1716,4238250,7151697.33,301889,1715,2543,2643.909090909091,-0.080289331,2553,2626.409090909091,-0.030751708,2538.0,2519.454545454545,0.0168269230769231,2538.0,2519.454545454545,0.0168269230769231,2538.0,2518.8,0.0168269230769231,2543,2646.6,-0.080289331,2553,2628.1,-0.030751708,0,21698,0,4864,30,2017,11,1005,21756024,50478562,2.320210806901114,4.648000000000001,0.1549333333333333,-6.351466667,-15.056,3.185,417,15.419000000000002,0.5139666666666668,-5.392166667,-17.523,5.584,15.891000000000002,0.5297000000000001,-9.6754,-21.236,0.628,0.0350030175015088,0.18902503,-0.10747411,0.30195254,0.040492013,-0.1865414,0.014630993,0.076540634,-0.08346645,-0.028649352,-0.04812916,0.25452548,0.154843,0.017319422,-0.1557041,-0.10417649,-0.018013062,0.01217122,0.11275613,-0.15372719,0.052448478,0.052071307,-0.12778784,-0.09430223,-0.066540375,-0.0232545,-0.08024031,0.11619762,-0.015229331,0.07663318,0.021433348,-0.016519068,0.05477123,1816,0.0588921282798833,1,1.0
2017-12,350.75,344.55,0.0263350402340891,20,341.75,354.25,335.25,1002996,1816,1793.428571428571,0.0588921282798833,21,1716,1837,1702,1813,4108296,7378519.840000001,0,1814,2664,2571.809523809524,0.0475815965395203,2492,2549.619047619048,-0.023893459,2552.0,2555.1428571428573,0.0055161544523245,2552.0,2555.1428571428573,0.0055161544523245,2552.0,2554.0,0.0055161544523245,2664,2570.322580645161,0.0475815965395203,2492,2545.4193548387098,-0.023893459,6,12906,2,684,31,2017,12,1005,454151146,677583863,1.4919787585430864,2.011,0.0648709677419354,-13.8843871,-17.446,-10.509,417,4.226,0.1363225806451612,-14.44974194,-19.979,-8.095,6.766000000000001,0.218258064516129,-20.39409677,-25.154,-14.891,0.0588921282798833,0.1896272,0.20346475,0.008203527,-0.095279336,-0.2301312,-0.076567635,0.06683025,0.28636873,-0.008967765,-0.06593667,-0.21756382,-0.061684284,-0.01703034,-0.039504237,0.024056386,-0.07966899,-0.0053120977,0.111909874,0.030490018,-0.03935254,-0.0699563,-0.009791159,-0.04173616,0.056900032,-0.13795015,-0.03066168,-0.053318556,0.046205793,-0.052710723,-0.021695413,-0.040231057,0.056810368,1788,-0.015418502,0,1.0
2018-01,361.5,352.7261904761905,0.0306486101211689,21,351.25,362.25,345.5,3964235,1788,1814.090909090909,-0.015418502,22,1818,1861,1783,1791,4048329,7362387.27,423167,1793,2664,2664.0,0.0,2609,2612.681818181818,0.0469502407704653,2542.0,2546.7272727272725,-0.003918495,2542.0,2546.7272727272725,-0.003918495,2542.0,2546.709677419354,-0.003918495,2664,2664.0,0.0,2609,2608.548387096774,0.0469502407704653,0,6958,2,1798,31,2018,1,1005,392030167,528588487,1.3483362544393172,3.1619999999999986,0.1019999999999999,-17.44254839,-24.889,-12.869,417,5.532,0.1784516129032258,-17.24032258,-26.876,-8.811,6.555000000000002,0.2114516129032259,-22.11774194,-31.43,-14.272,-0.015418502,-0.37544698,0.08845784,-0.055689022,0.025527393,-0.15251,0.07607591,0.047738165,-0.04870895,0.14807016,0.026138423,-0.022235189,-0.06638634,-0.03853848,-0.13586767,0.039232194,0.017940704,-0.002993764,-0.06858162,0.09039038,-0.016998885,-0.048070848,0.0077107567,0.029481785,0.08329437,0.036429737,0.01566098,0.11792137,-0.031685483,0.050484974,0.03266249,-0.05439918,-0.03444464,1830,0.0234899328859059,1,0.0
2018-02,374.5,366.04761904761904,0.0359612724757953,21,360.75,376.75,356.25,4706299,1830,1817.6,0.0234899328859059,15,1790,1837,1787,1828,2507520,4554579.73,433836,1827,2625,2646.0666666666666,-0.01463964,2636,2614.4666666666667,0.0103487926408585,2496.0,2531.866666666667,-0.018095987,2496.0,2531.866666666667,-0.018095987,2496.0,2534.285714285714,-0.018095987,2625,2651.6071428571427,-0.01463964,2636,2608.285714285714,0.0103487926408585,10,4578,2,1880,28,2018,2,1005,102484910,137197090,1.3387052786600486,2.457,0.08775,-13.63832143,-19.678,-5.822,417,10.783,0.3851071428571429,-14.07221429,-20.072,-6.871,4.647,0.1659642857142857,-19.33803571,-24.699,-13.494,0.0234899328859059,0.18004517,0.055495307,-0.28431886,-0.17996079,-0.26934358,0.42045066,-0.15588675,-0.0072609074,0.003506294,0.28230825,0.015862444,0.040108837,-0.039230164,0.013226978,0.054916233,0.11419163,0.03035381,-0.047408745,-0.098207496,-0.058621947,0.015702551,-0.077395305,-0.045934405,0.05841156,-0.07265911,-0.01033997,0.037982374,0.0010571083,0.015545507,0.056749713,0.03448211,-0.0027554855,1744,-0.046994536,0,1.0
2018-03,387.75,379.6071428571428,0.0353805073431241,21,374.0,390.75,369.25,2281666,1744,1791.0454545454545,-0.046994536,22,1836,1884,1739,1745,3244441,5874338.59,0,1744,2520,2529.5454545454545,-0.04,2513,2582.6363636363635,-0.046661608,2524.0,2519.090909090909,0.0112179487179486,2524.0,2519.090909090909,0.0112179487179486,2524.0,2518.451612903226,0.0112179487179486,2520,2533.548387096774,-0.04,2513,2585.967741935484,-0.046661608,6,10516,6,1538,31,2018,3,1005,62830463,97912127,1.5583543766023178,6.176,0.1992258064516129,-0.36,-9.244,9.322,417,20.59,0.6641935483870968,-2.862419355,-15.492,10.779,15.995,0.5159677419354839,-7.168129032,-18.143,6.805,-0.046994536,0.08411853,-0.33784536,-0.19984873,-0.19550811,-0.005971594,0.06827046,-0.07811245,-0.14339715,0.2095316,-0.02493109,-0.04611348,-0.07114702,-0.07074488,0.08743773,-0.17731176,-0.12490483,0.04710259,0.083062194,-0.030955069,-0.09327145,-0.05908501,0.062127173,-0.016038917,0.022336517,-0.013272323,-0.005048842,0.024047056,-0.04608424,0.0033251806,-0.04196435,0.005627122,-0.08612938,1731,-0.007454128,0,0.0
2018-04,392.5,385.4880952380952,0.0122501611863314,21,389.25,395.75,372.0,4000886,1731,1743.1666666666667,-0.007454128,18,1746,1779,1724,1730,2510565,4384545.87,0,1729,2380,2489.6666666666665,-0.055555556,2499,2528.8888888888887,-0.005571031,2484.0,2504.6666666666665,-0.015847861,2484.0,2504.6666666666665,-0.015847861,2484.0,2504.133333333333,-0.015847861,2380,2483.9333333333334,-0.055555556,2499,2531.133333333333,-0.005571031,12,7000,6,2446,30,2018,4,1005,379060715,526114953,1.3879437572421611,17.857000000000003,0.5952333333333334,7.4511,-3.167,15.859,417,26.289,0.8763000000000001,7.8379,-0.981,16.194,33.053000000000004,1.1017666666666668,5.168666666666668,-3.719,13.575,-0.007454128,-0.3063552,-0.169817,-0.040985666,-0.023829512,0.12749502,0.0025662065,-0.04048904,-0.025908897,0.014515055,0.10030222,-0.12886354,0.12991229,-0.12372635,-0.017834382,-0.10614634,0.040367324,-0.064137906,0.07413326,0.032911982,-0.029109346,0.022674114,-0.06487668,-0.061929047,-0.0031985776,-0.03239169,-0.04080203,0.02108732,-0.10673422,-0.04375594,-0.031518884,0.11311211,0.013761105,1777,0.0265742345465049,1,0.0
2018-05,394.0,398.6847826086956,0.0038216560509554,23,393.0,412.25,387.5,2321173,1777,1763.8181818181818,0.0265742345465049,22,1732,1795,1728,1780,2847704,5028251.62,409687,1786,2596,2435.2727272727275,0.0907563025210083,2554,2525.090909090909,0.0220088035214085,2432.0,2466.6363636363635,-0.020933977,2432.0,2466.6363636363635,-0.020933977,2432.0,2468.1935483870966,-0.020933977,2596,2431.0967741935483,0.0907563025210083,2554,2523.5806451612902,0.0220088035214085,6,35630,0,7854,31,2018,5,1005,755179081,1014843980,1.343845460676896,25.106,0.8098709677419356,15.28832258064516,8.168,22.501,417,73.66,2.3761290322580644,14.68925806451613,8.204,20.931,43.904,1.416258064516129,13.390741935483872,8.045,20.887,0.0265742345465049,-0.16300447,-0.20923485,0.17169902,-0.029057495,0.16829738,0.1117013,0.077434026,0.102123536,0.12584862,0.1207515,-0.004199501,-0.03912979,0.016859895,0.006987706,-0.08166708,0.053832445,-0.027850782,-0.010435676,-0.014136784,-0.025344165,-0.049975693,0.07578384,-0.036053263,0.02561102,-0.0342118,0.02676887,0.0011867833,-0.0786708,0.008275159,0.012638484,-0.004283967,-0.020898726,1787,0.0056274620146314,1,1.0
2018-06,350.25,364.8690476190476,-0.111040609,21,393.75,397.0,338.75,4623660,1787,1767.25,0.0056274620146314,20,1778,1790,1751,1783,2077759,3673771.85,0,1779,2596,2596.0,0.0,2665,2600.3,0.043461237274863,2430.0,2414.7,-0.000822368,2430.0,2414.7,-0.000822368,2430.0,2416.133333333333,-0.000822368,2596,2596.0,0.0,2665,2598.5666666666666,0.043461237274863,0,42304,0,3952,30,2018,6,1005,515027043,711080265,1.380665878937157,51.44499999999999,1.7148333333333332,20.896300000000004,17.561,24.503,417,105.385,3.512833333333333,19.80233333333333,16.029,24.008,133.30900000000003,4.443633333333334,18.236966666666667,14.947,24.051,0.0056274620146314,-0.3555381,-0.09887036,-0.02788349,-0.072902985,0.0090568755,0.08561602,-0.10470891,0.11057654,-0.0028130973,-0.09222305,0.054421116,-0.09922599,-0.1450102,0.03219661,-0.17950764,0.08028553,-0.09114499,0.010372727,0.024167813,-0.06880359,-0.019930046,0.020670414,-0.018242033,0.030622218,-0.03260989,-0.01477594,0.0075495695,0.02541743,0.014645123,0.006277014,0.032512784,-0.035129458,1854,0.0374930050363737,1,1.0
2018-07,372.25,349.1547619047619,0.0628122769450392,21,352.25,374.25,329.75,1305448,1854,1836.136363636364,0.0374930050363737,22,1789,1879,1774,1849,2190384,4032439.06,326861,1837,2343,2413.590909090909,-0.097457627,2618,2570.2727272727275,-0.017636023,2428.0,2427.909090909091,-0.000823045,2428.0,2427.909090909091,-0.000823045,2428.0,2427.870967741936,-0.000823045,2343,2420.2903225806454,-0.097457627,2618,2575.709677419354,-0.017636023,62,18236,8,5576,31,2018,7,1005,331343710,481229771,1.4523582505912065,122.845,3.962741935483871,23.84116129032258,21.282,26.162,417,134.64100000000002,4.34325806451613,24.2993870967742,18.648,28.328,190.051,6.130677419354839,22.298645161290324,17.231,24.988,0.0374930050363737,-0.3328466,-0.16742527,-0.024926813,-0.040276777,0.015304461,-0.004420043,-0.14725435,0.12876861,0.1251152,-0.08089695,-0.051074304,0.0722309,-0.09393412,0.053757902,-0.042307593,-0.0402771,0.061556455,0.031655602,-0.038917597,-0.069723435,-0.060275666,-0.04351491,0.0351861,-0.04418034,-0.066513024,-0.05461999,0.114176646,-0.03958587,-0.029720088,0.0041191825,0.02550839,-0.09469911,1904,0.0269687162891045,1,1.0
2018-08,351.0,358.3369565217391,-0.057085292,23,372.0,373.75,340.25,2699593,1904,1876.8260869565213,0.0269687162891045,23,1855,1908,1842,1899,4807449,9041777.03,520116,1880,2232,2372.043478260869,-0.04737516,2618,2634.6521739130435,0.0,2462.0,2443.478260869565,0.014003294892916,2462.0,2443.478260869565,0.014003294892916,2462.0,2442.322580645161,0.014003294892916,2232,2363.451612903226,-0.04737516,2618,2633.967741935484,0.0,118,27218,6,6774,31,2018,8,1005,326509815,512116720,1.5684573524994954,92.734,2.9914193548387096,21.408516129032257,18.567,25.806,417,229.74499999999995,7.411129032258063,21.443,17.84,28.888,148.506,4.790516129032258,19.161935483870963,17.389,21.525,0.0269687162891045,0.23495373,-0.07558913,0.23108912,0.13551684,0.0011321066,0.061006807,-0.14143215,-0.041487113,0.1726702,0.08496544,-0.10009431,0.07647467,-0.009313856,-0.0076577547,-0.19525737,0.062606655,-0.08391822,-0.090628244,-0.056153875,-0.023053324,0.066276,0.052681047,0.07881093,0.0410346,-0.0460437,-0.022820808,0.12863724,0.025702033,-0.045782585,0.11191509,0.09702361,-0.025494384,1847,-0.029936975,0,1.0
2018-09,356.25,353.0125,0.0149572649572649,20,365.25,366.75,337.0,1756990,1847,1891.684210526316,-0.029936975,19,1904,1939,1845,1850,4066364,7727962.090000001,0,1854,2376,2376.1052631578946,0.064516129032258,2554,2580.0526315789475,-0.024446142,2466.0,2461.6666666666665,0.0016246953696181,2466.0,2461.6666666666665,0.0016246953696181,2466.0,2461.6666666666665,0.0016246953696181,2376,2365.6666666666665,0.064516129032258,2554,2581.2,-0.024446142,10,10638,10,4560,30,2018,9,1005,41173999,80779814,1.9619132452983248,56.38700000000001,1.8795666666666668,12.277733333333336,7.201,18.476,417,79.874,2.6624666666666665,14.208000000000002,8.961,19.312,92.69799999999998,3.0899333333333328,12.4784,7.46,17.678,-0.029936975,-0.28691548,-0.118343316,-0.06393944,0.029436266,-0.039653577,-0.08230738,-0.10650002,0.04358731,0.101703875,0.14182584,0.05977592,0.05896547,-0.027289098,0.05081554,-0.09388139,0.0071738246,-0.03040401,0.0018831438,-0.0019236235,-0.10579766,-0.07346051,-0.027183922,0.09555215,0.02056579,-0.03330058,-0.009259242,0.03488177,0.00855064,0.011089024,0.005757555,0.004947651,-0.11566554,1891,0.0238224147265837,1,0.0
2018-10,363.25,368.1521739130435,0.0196491228070174,23,356.75,378.5,356.5,3817463,1891,1875.111111111111,0.0238224147265837,18,1847,1913,1840,1893,3478314,6516963.800000001,382448,1904,2389,2398.0,0.0054713804713804,2559,2550.722222222222,0.0019577133907595,2494.0,2481.8888888888887,0.0113544201135442,2494.0,2481.8888888888887,0.0113544201135442,2494.0,2478.451612903226,0.0113544201135442,2389,2393.032258064516,0.0054713804713804,2559,2550.2903225806454,0.0019577133907595,94,6154,6,3918,31,2018,10,1005,80839401,156522303,1.9362130478923267,8.927999999999999,0.288,4.175225806451612,-0.392,10.994,417,31.76,1.0245161290322582,5.78390322580645,-1.726,13.59,29.722,0.958774193548387,4.42641935483871,-2.589,12.705,0.0238224147265837,0.11395572,-0.024328962,0.42398003,0.052984625,-0.19200578,-0.019874705,0.02220907,0.014804114,0.076232955,0.091571316,0.016764564,0.009122076,-0.048616394,0.04090623,0.011448491,-0.004197843,-0.13863015,0.095949166,-0.09792798,-0.084594406,0.02706912,0.030772122,0.025854493,-0.009402809,-0.008252627,0.027024353,-0.019035958,-0.024667684,-0.020722294,-0.027514553,0.025974303,-0.13259764,1953,0.0327868852459016,1,1.0
2018-11,366.5,365.59090909090907,0.0089470061940812,22,363.25,379.0,355.25,4353517,1953,1941.3636363636365,0.0327868852459016,22,1892,2020,1862,1953,4103614,7975382.300000001,493397,1963,2424,2367.409090909091,0.0146504813729593,2553,2603.590909090909,-0.002344666,2502.0,2503.0,0.0032076984763431,2502.0,2503.0,0.0032076984763431,2502.0,2502.733333333333,0.0032076984763431,2424,2368.833333333333,0.0146504813729593,2553,2605.9,-0.002344666,166,8146,20,1740,30,2018,11,1005,118220937,214936522,1.8180918495003977,3.031,0.1010333333333333,-4.727433333,-10.219,3.969,417,19.732000000000003,0.6577333333333334,-3.2391,-11.791,5.055,23.249,0.7749666666666666,-7.846833333,-17.777,1.918,0.0327868852459016,0.27729395,0.0071793217,-0.1329444,0.49457467,-0.109104656,-0.015926914,0.09800704,0.013979349,0.05352171,-0.0054540783,0.032262526,-0.015637957,-0.12597778,-0.14281039,0.01677257,0.017214155,-0.027802391,-0.008266883,-0.04123373,-0.12025982,0.05530732,0.13121368,0.006362549,-0.013337514,-0.028437454,-0.059489682,0.032498185,-0.018553806,0.003981138,0.0846213,0.090694055,-0.033524167,1869,-0.043010753,0,1.0
2018-12,375.0,376.225,0.0231923601637107,20,372.75,386.5,369.25,1130877,1869,1867.2,-0.043010753,20,1930,1942,1831,1864,5027977,9417120.39,0,1853,2284,2397.5,-0.057755776,2407,2528.95,-0.057187622,2540.0,2532.0,0.0151878497202238,2540.0,2532.0,0.0151878497202238,2540.0,2531.0967741935483,0.0151878497202238,2284,2395.6774193548385,-0.057755776,2407,2524.6451612903224,-0.057187622,92,4438,8,824,31,2018,12,1005,416811598,663502186,1.5918515443996837,1.4509999999999998,0.0468064516129032,-15.36845161,-22.609,-4.807,417,5.959,0.1922258064516128,-13.19793548,-21.994,-0.91,4.692,0.1513548387096774,-18.18248387,-23.89,-6.014,-0.043010753,0.12638791,-0.3095633,-0.22638926,-0.12804344,-0.06262775,0.102402814,0.0160237,0.085940115,0.10276769,0.015820503,0.0050965417,0.004692888,-0.07141197,-0.034232985,-0.09815269,0.025884518,-0.13548133,0.0983876,0.07459411,-0.065605514,-0.17113486,0.03562279,0.031411458,-0.029904172,-0.043714423,0.119587705,0.20583594,-0.09211127,0.06631943,-0.011769847,0.012725267,0.082338385,1863,-0.003210273,0,0.0
